InHappinessId,ExCountryID,happinessRating,gdpPerCapita,socialSupport,healthyLifeExpectancy,freedomLifeChoice,generosity,perceptionOfCorruption,dystopiaResidual,year
597,168,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315,2017
598,167,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.325766057,0.057069719,1.526362658,2017
599,28,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.250864685,0.120328106,1.727212906,2017
600,122,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.228673846,0.138572946,1.873983383,2017
601,103,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.28717047,0.072711654,2.081786156,2017
602,35,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.21611385,0.053581882,2.071238041,2017
603,178,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.189143494,0.095375381,1.597970247,2017
604,96,3.808000088,0.521021247,1.190095186,0,0.390661299,0.157497272,0.11909464,1.42983532,2017
605,5,3.795000076,0.85842818,1.10441196,0.049868666,0,0.09792649,0.069720335,1.614482403,2017
606,1,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.311870933,0.06115783,2.150801182,2017
607,24,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.099348448,0.098583199,0.377913713,2017
608,19,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.207948461,0.060929015,1.885630965,2017
609,102,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.20873253,0.067231975,1.584612608,2017
610,59,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.489203781,0.09987215,1.697167635,2017
611,176,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.104125209,0.056767423,1.345600605,2017
612,149,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.285670817,0.116793513,1.879567385,2017
613,97,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.266549885,0.038948249,1.673285961,2017
614,58,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.264815092,0.110937618,1.552311897,2017
615,162,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.196896151,0.095665015,1.837229252,2017
616,138,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.252756029,0.455220014,0.540061235,2017
617,157,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.493663728,0.151347131,1.061573505,2017
618,160,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.354256362,0.066035107,0.621130466,2017
619,29,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.204435185,0.084147945,1.683024168,2017
620,34,2.693000078,0,0,0.018772686,0.270842046,0.280876487,0.056565076,2.066004753,2017
621,48,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453,2.73939,2016
622,156,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,2.69463,2016
623,68,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,2.83137,2016
624,125,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,2.66465,2016
625,72,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,2.82596,2016
626,32,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,2.70485,2016
627,119,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,2.70749,2016
628,120,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904,2.47553,2016
629,9,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331,2.5465,2016
630,155,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,2.54734,2016
631,80,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,3.31029,2016
632,10,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348,2.69343,2016
633,171,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,2.72782,2016
634,43,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,3.35168,2016
635,134,7.039,1.35943,1.08113,0.77758,0.46823,0.22202,0.12275,3.0076,2016
636,81,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,2.50931,2016
637,25,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166,3.50733,2016
638,17,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248,2.61355,2016
639,78,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,2.15988,2016
640,100,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,2.11055,2016
641,110,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,3.55906,2016
642,143,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987,1.99375,2016
643,170,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,2.14999,2016
644,36,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,2.95505,2016
645,128,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,3.00559,2016
646,7,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296,3.12985,2016
647,47,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986,2.96211,2016
648,169,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561,2.21507,2016
649,172,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,2.67139,2016
650,107,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,1.99032,2016
651,38,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,3.17471,2016
652,74,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,2.4744,2016
653,161,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,2.5796,2016
654,139,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,2.61482,2016
655,158,6.379,1.39729,0.92624,0.79565,0.32377,0.25495,0.0663,2.61523,2016
656,135,6.375,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049,1.58224,2016
657,150,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,2.39663,2016
658,3,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157,3.40904,2016
659,55,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,3.19863,2016
660,153,6.269,1.09686,0.77866,0.50933,0.52234,0.16665,0.12692,3.06852,2016
661,91,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,2.28085,2016
662,13,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,2.27405,2016
663,163,6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,2.51394,2016
664,174,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,2.97468,2016
665,144,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,2.61065,2016
666,57,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,3.22134,2016
667,104,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2.35384,2016
668,121,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,2.82428,2016
669,173,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,2.34638,2016
670,82,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,2.34918,2016
671,53,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2.77366,2016
672,18,5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771,3.08039,2016
673,86,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,1.80584,2016
674,88,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2.49325,2016
675,111,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,3.38007,2016
676,137,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,2.59115,2016
677,132,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2.20035,2016
678,148,5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716,2.35015,2016
679,22,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,2.91635,2016
680,99,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2.60525,2016
681,16,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,2.38582,2016
682,216,5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578,1.93447,2016
683,145,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,1.79522,2016
684,130,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,2.73117,2016
685,166,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,2.21489,2016
686,109,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,2.20223,2016
687,98,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,2.39374,2016
688,94,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2.20859,2016
689,46,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,2.04497,2016
690,129,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,2.16091,2016
691,136,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,2.45184,2016
692,63,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,1.81985,2016
693,85,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,2.35682,2016
694,44,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,2.52462,2016
695,64,5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647,0.92614,2016
696,146,5.44,0,0.33613,0.11466,0.56778,0.27225,0.3118,3.83772,2016
697,90,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2.80998,2016
698,165,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,2.29074,2016
699,71,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2.03171,2016
700,87,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2.20142,2016
701,11,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,2.2735,2016
702,131,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2.23484,2016
703,37,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2.17087,2016
704,21,5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616,1.82916,2016
705,92,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,2.28136,2016
706,141,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2.27539,2016
707,23,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0,2.48406,2016
708,113,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2.25531,2016
709,51,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,1.69626,2016
710,114,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2.94891,2016
711,65,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,1.95473,2016
712,126,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,3.18286,2016
713,95,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,2.07339,2016
714,133,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,1.53015,2016
715,101,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,2.08947,2016
716,175,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,1.9418,2016
717,217,5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794,2.43801,2016
718,164,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,2.68413,2016
719,54,5.033,1.24886,0.75473,0.80029,0.05822,0,0.04127,2.12944,2016
720,159,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,2.39106,2016
721,112,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,1.53586,2016
722,93,4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423,2.08637,2016
723,123,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2.88586,2016
724,61,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,2.29551,2016
725,73,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,1.99817,2016
726,177,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2.58991,2016
727,118,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,2.32694,2016
728,127,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,2.40364,2016
729,2,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,1.92816,2016
730,14,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,2.60904,2016
731,142,4.635,0.36485,0.628,0,0.30685,0.23897,0.08196,3.01402,2016
732,75,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,1.81657,2016
733,117,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,1.92198,2016
734,31,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,2.5198,2016
735,67,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,2.65614,2016
736,147,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,1.64227,2016
737,151,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,0.91681,2016
738,69,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2.18032,2016
739,116,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,1.50655,2016
740,56,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,1.96895,2016
741,8,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,1.97864,2016
742,89,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,1.88326,2016
743,168,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,1.50066,2016
744,83,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2.2002,2016
745,42,4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075,2.74924,2016
746,79,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,1.87031,2016
747,41,4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,2.10681,2016
748,140,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,1.97861,2016
749,27,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,1.15377,2016
750,108,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,1.9263,2016
751,178,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2.4427,2016
752,103,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2.82859,2016
753,152,4.139,0.63069,0.81928,0.29759,0,0.18077,0.10039,2.10995,2016
754,76,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,1.45332,2016
755,106,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2.11087,2016
756,59,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2.37116,2016
757,24,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,0.96741,2016
758,39,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,2.25632,2016
759,84,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,1.97478,2016
760,30,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,1.31573,2016
761,5,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,2.09459,2016
762,122,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2.09469,2016
763,149,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,2.50929,2016
764,35,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,2.30637,2016
765,28,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,1.87319,2016
766,167,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,1.51416,2016
767,176,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,1.97295,2016
768,102,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2.15075,2016
769,160,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,1.37769,2016
770,97,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2.23284,2016
771,58,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2.15604,2016
772,138,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,0.96819,2016
773,19,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2.10812,2016
774,1,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2.14558,2016
775,162,3.303,0.28123,0,0.24811,0.34678,0.17517,0.11587,2.1354,2016
776,157,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,0.81789,2016
777,29,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2.10404,2016
